M_M_CO2ex_gen_fap,M_M_NH3ex_gen_fap,M_M_hv_gen_fap,M_M_O2expool_gen_fap,M_M_H2pool_gen_fap,M_M_ATPex_fap,M_M_PHB_fap,M_M_SO4ex_gen_srb,M_M_H2Sex_gen_srb,M_M_NH3ex_gen_srb,M_M_H2pool_gen_srb,M_M_CO2ex_gen_srb,M_M_ATPex_srb,M_M_CO2ex_gen_syn,M_M_NH3_syn,M_M_hv_gen_syn,M_M_O2expool_gen_syn,M_M_polyglcex_gen_syn,M_bm_fap_srb_syn,M_bm,objective
1.665000000000000000e+05,-1.500000000000000000e+05,-1.462500000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.709264000000000000e+06,4.709264000000000000e+06,-1.501600000000000000e+05,0.000000000000000000e+00,9.405600000000000000e+06,0.000000000000000000e+00,-1.122685200000000000e+07,-1.500000000000000000e+05,-9.173609100000000000e+07,1.103447700000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+04,1.200000000000000000e+04
1.110000000000000000e+05,-1.000000000000000000e+05,-9.750000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.448321000000000000e+06,3.448321000000000000e+06,-1.001040000000000000e+05,0.000000000000000000e+00,6.888022000000000000e+06,0.000000000000000000e+00,-8.102190000000000000e+06,-1.000000000000000000e+05,-6.609837000000000000e+07,7.973940000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.288930000000000000e+05,3.288930000000000000e+05,-3.753900000000000000e+04,-1.309108000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.379880000000000000e+05,0.000000000000000000e+00,-1.103904000000000000e+06,1.379880000000000000e+05,0.000000000000000000e+00,3.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
6.210000000000000000e+04,-7.500000000000000000e+04,-8.348250000000000000e+05,0.000000000000000000e+00,7.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-6.577860000000000000e+05,6.577860000000000000e+05,-7.507800000000000000e+04,-2.618216000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-8.894760000000000000e+05,-7.500000000000000000e+04,-7.852008000000000000e+06,8.182260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
1.665000000000000000e+05,-1.500000000000000000e+05,-1.462500000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.315572000000000000e+06,1.315572000000000000e+06,-1.501560000000000000e+05,-5.236432000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.821252000000000000e+06,-1.500000000000000000e+05,-1.649129100000000000e+07,1.628877000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+04,1.200000000000000000e+04
1.665000000000000000e+05,-1.500000000000000000e+05,-1.462500000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.285344000000000000e+06,1.285344000000000000e+06,-1.501600000000000000e+05,-5.478272000000000000e+06,-1.813760000000000000e+05,0.000000000000000000e+00,-1.639876000000000000e+06,-1.500000000000000000e+05,-1.504028300000000000e+07,1.447501000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+04,1.200000000000000000e+04
1.407000000000000000e+05,-7.500000000000000000e+04,-7.169250000000000000e+05,0.000000000000000000e+00,8.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-2.354632000000000000e+06,2.354632000000000000e+06,-7.508000000000000000e+04,0.000000000000000000e+00,4.702800000000000000e+06,0.000000000000000000e+00,-5.670876000000000000e+06,-7.500000000000000000e+04,-4.645690800000000000e+07,5.560326000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
2.070000000000000000e+04,-2.500000000000000000e+04,-2.782750000000000000e+05,0.000000000000000000e+00,2.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.602200000000000000e+05,2.602200000000000000e+05,-2.502600000000000000e+04,-1.036570000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-2.964920000000000000e+05,-2.500000000000000000e+04,-2.617336000000000000e+06,2.727420000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+03,2.000000000000000000e+03
1.876000000000000000e+03,-1.000000000000000000e+03,-9.559000000000000000e+03,0.000000000000000000e+00,1.148000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.552000000000000000e+03,0.000000000000000000e+00,-5.690800000000000000e+04,4.164000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.407000000000000000e+05,-7.500000000000000000e+04,-7.169250000000000000e+05,0.000000000000000000e+00,8.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-6.880160000000000000e+05,6.880160000000000000e+05,-7.508000000000000000e+04,-2.739136000000000000e+06,0.000000000000000000e+00,2.267200000000000000e+04,-9.680760000000000000e+05,-7.500000000000000000e+04,-8.834508000000000000e+06,8.575260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.301100000000000000e+05,1.301100000000000000e+05,-1.251300000000000000e+04,-5.182850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-4.599600000000000000e+04,0.000000000000000000e+00,-3.679680000000000000e+05,4.599600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.407000000000000000e+05,-7.500000000000000000e+04,-7.169250000000000000e+05,0.000000000000000000e+00,8.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-6.880160000000000000e+05,6.880160000000000000e+05,-7.508000000000000000e+04,-2.739136000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-9.680760000000000000e+05,-7.500000000000000000e+04,-8.834508000000000000e+06,8.575260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
1.165500000000000000e+06,-1.050000000000000000e+06,-1.023750000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.450848000000000000e+06,9.450848000000000000e+06,-1.051120000000000000e+06,-3.762240000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-1.274876400000000000e+07,-1.050000000000000000e+06,-1.154390370000000000e+08,1.140213900000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+04,8.400000000000000000e+04
1.876000000000000000e+05,-1.000000000000000000e+05,-3.247000000000000000e+05,-5.740000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.448321000000000000e+06,3.448321000000000000e+06,-1.001040000000000000e+05,0.000000000000000000e+00,6.888022000000000000e+06,0.000000000000000000e+00,-8.178790000000000000e+06,-1.000000000000000000e+05,-6.688352000000000000e+07,8.031390000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+03,8.000000000000000000e+03
5.550000000000000000e+04,-5.000000000000000000e+04,-4.875000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.204400000000000000e+05,5.204400000000000000e+05,-5.005200000000000000e+04,-2.073140000000000000e+06,0.000000000000000000e+00,4.599600000000000000e+04,-6.070840000000000000e+05,-5.000000000000000000e+04,-5.497097000000000000e+06,5.429590000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+03,4.000000000000000000e+03
4.690000000000000000e+04,-2.500000000000000000e+04,-2.389750000000000000e+05,0.000000000000000000e+00,2.870000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-2.602200000000000000e+05,2.602200000000000000e+05,-2.502600000000000000e+04,-1.036570000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-3.226920000000000000e+05,-2.500000000000000000e+04,-2.944836000000000000e+06,2.858420000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+03,2.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.448321000000000000e+06,3.448321000000000000e+06,-1.001040000000000000e+05,0.000000000000000000e+00,6.888022000000000000e+06,0.000000000000000000e+00,-7.255990000000000000e+06,0.000000000000000000e+00,-5.804792000000000000e+07,7.255990000000000000e+06,0.000000000000000000e+00,8.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.665000000000000000e+05,-1.500000000000000000e+05,-1.462500000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.588342000000000000e+06,4.588342000000000000e+06,-1.501560000000000000e+05,0.000000000000000000e+00,9.163756000000000000e+06,0.000000000000000000e+00,-1.098500800000000000e+07,-1.500000000000000000e+05,-8.980133900000000000e+07,1.079263300000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+04,1.200000000000000000e+04
4.000000000000000000e+00,0.000000000000000000e+00,-4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.800000000000000000e+01,0.000000000000000000e+00,-2.330000000000000000e+02,2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.280000000000000000e+02,-1.000000000000000000e+03,-1.113100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.504000000000000000e+03,0.000000000000000000e+00,-4.380800000000000000e+04,3.640000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.210000000000000000e+04,-7.500000000000000000e+04,-8.348250000000000000e+05,0.000000000000000000e+00,7.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.354632000000000000e+06,2.354632000000000000e+06,-7.508000000000000000e+04,0.000000000000000000e+00,4.702800000000000000e+06,0.000000000000000000e+00,-5.592276000000000000e+06,-7.500000000000000000e+04,-4.547440800000000000e+07,5.521026000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
6.210000000000000000e+04,-7.500000000000000000e+04,-8.348250000000000000e+05,0.000000000000000000e+00,7.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-6.880160000000000000e+05,6.880160000000000000e+05,-7.508000000000000000e+04,-2.739136000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-8.894760000000000000e+05,-7.500000000000000000e+04,-7.852008000000000000e+06,8.182260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
1.407000000000000000e+05,-7.500000000000000000e+04,-2.435250000000000000e+05,-4.305000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.577860000000000000e+05,6.577860000000000000e+05,-7.507800000000000000e+04,-2.618216000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-9.680760000000000000e+05,-7.500000000000000000e+04,-8.834508000000000000e+06,8.575260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
1.407000000000000000e+05,-7.500000000000000000e+04,-7.169250000000000000e+05,0.000000000000000000e+00,8.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-6.426720000000000000e+05,6.426720000000000000e+05,-7.508000000000000000e+04,-2.739136000000000000e+06,-9.068800000000000000e+04,0.000000000000000000e+00,-8.773880000000000000e+05,-7.500000000000000000e+04,-8.109004000000000000e+06,7.668380000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.071120000000000000e+05,1.071120000000000000e+05,-1.251300000000000000e+04,-5.182850000000000000e+05,-4.599600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.876000000000000000e+03,-1.000000000000000000e+03,-3.247000000000000000e+03,-5.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.552000000000000000e+03,0.000000000000000000e+00,-5.690800000000000000e+04,4.164000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.665000000000000000e+05,-1.500000000000000000e+05,-1.462500000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.376032000000000000e+06,1.376032000000000000e+06,-1.501600000000000000e+05,-5.478272000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.821252000000000000e+06,-1.500000000000000000e+05,-1.649129100000000000e+07,1.628877000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+04,1.200000000000000000e+04
4.347000000000000000e+05,-5.250000000000000000e+05,-5.843775000000000000e+06,0.000000000000000000e+00,5.250000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-4.725424000000000000e+06,4.725424000000000000e+06,-5.255600000000000000e+05,-1.881120000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-6.226332000000000000e+06,-5.250000000000000000e+05,-5.496405600000000000e+07,5.727582000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+04,4.200000000000000000e+04
4.690000000000000000e+04,-2.500000000000000000e+04,-8.117500000000000000e+04,-1.435000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.602200000000000000e+05,2.602200000000000000e+05,-2.502600000000000000e+04,-1.036570000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-3.226920000000000000e+05,-2.500000000000000000e+04,-2.944836000000000000e+06,2.858420000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+03,2.000000000000000000e+03
4.690000000000000000e+04,-2.500000000000000000e+04,-2.389750000000000000e+05,0.000000000000000000e+00,2.870000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-2.142240000000000000e+05,2.142240000000000000e+05,-2.502600000000000000e+04,-1.036570000000000000e+06,-9.199200000000000000e+04,0.000000000000000000e+00,-2.307000000000000000e+05,-2.500000000000000000e+04,-2.208900000000000000e+06,1.938500000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+03,2.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.943290000000000000e+05,2.943290000000000000e+05,-9.385000000000000000e+03,0.000000000000000000e+00,5.878500000000000000e+05,0.000000000000000000e+00,-6.223470000000000000e+05,0.000000000000000000e+00,-4.978776000000000000e+06,6.223470000000000000e+05,0.000000000000000000e+00,7.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.407000000000000000e+05,-7.500000000000000000e+04,-2.435250000000000000e+05,-4.305000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.354632000000000000e+06,2.354632000000000000e+06,-7.508000000000000000e+04,0.000000000000000000e+00,4.702800000000000000e+06,0.000000000000000000e+00,-5.670876000000000000e+06,-7.500000000000000000e+04,-4.645690800000000000e+07,5.560326000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.407000000000000000e+05,-7.500000000000000000e+04,-7.169250000000000000e+05,0.000000000000000000e+00,8.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-6.577860000000000000e+05,6.577860000000000000e+05,-7.507800000000000000e+04,-2.618216000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-9.680760000000000000e+05,-7.500000000000000000e+04,-8.834508000000000000e+06,8.575260000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,6.000000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.647740000000000000e+05,8.647740000000000000e+05,-8.759100000000000000e+04,-3.444011000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-3.219720000000000000e+05,0.000000000000000000e+00,-2.575776000000000000e+06,3.219720000000000000e+05,0.000000000000000000e+00,7.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.220000000000000000e+03,-2.000000000000000000e+03,-1.950000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.572000000000000000e+03,0.000000000000000000e+00,-9.811300000000000000e+04,7.179000000000000000e+03,0.000000000000000000e+00,1.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
